timestamp,device_ip,log_id,message
Aug  6 10:29:19,10.1.1.16,446528,*Aug  6 10:41:03.252: %SEC_LOGIN-5-LOGIN_SUCCESS: Login Success [user: divakard] [Source: 10.110.5.157] [localport: 22] at 13:41:03 KSA Wed Aug 6 2025
Aug  6 10:29:30,10.1.1.16,446529,*Aug  6 10:41:14.310: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 904 msec (runtime: 896 msec) to process a 'stack chasfs fd' message
Aug  6 10:29:33,10.1.1.16,446530,*Aug  6 10:41:16.579: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 716 msec (runtime: 716 msec) to process a 'stack chasfs fd' message
Aug  6 10:30:25,10.1.1.16,446531,*Aug  6 10:42:08.862: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 1028 msec (runtime: 1028 msec) to process a 'stack chasfs fd' message
Aug  6 10:30:38,10.1.1.16,446532,*Aug  6 10:42:22.359: %SYS-5-CONFIG_I: Configured from console by divakard on vty0 (10.110.5.157)
Aug  6 10:31:16,10.1.1.16,446533,*Aug  6 10:42:59.914: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 408 msec (runtime: 408 msec) to process a 'stack chasfs fd' message
Aug  6 10:33:55,10.1.1.16,446534,*Aug  6 10:45:39.033: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 300 msec (runtime: 300 msec) to process a 'stack chasfs fd' message
Aug  6 10:34:47,10.1.1.16,446535,*Aug  6 10:46:31.308: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 844 msec (runtime: 840 msec) to process a 'stack chasfs fd' message
Aug  6 10:35:40,10.1.1.16,446537,*Aug  6 10:47:23.588: %SYS-6-LOGOUT: User divakard has exited tty session 2(10.110.5.157)
Aug  6 10:35:40,10.1.1.16,446536,"*Aug  6 10:47:23.587: %SYS-6-TTY_EXPIRE_TIMER: (exec timer expired, tty 2 (10.110.5.157)), user divakard"
Aug  6 10:36:31,10.1.1.16,446538,*Aug  6 10:48:14.639: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 688 msec (runtime: 688 msec) to process a 'stack chasfs fd' message
Aug  6 10:36:33,10.1.1.16,446539,*Aug  6 10:48:16.902: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 876 msec (runtime: 876 msec) to process a 'stack chasfs fd' message
Aug  6 10:38:18,10.1.1.16,446540,*Aug  6 10:50:02.324: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 860 msec (runtime: 860 msec) to process a 'stack chasfs fd' message
Aug  6 10:38:21,10.1.1.16,446541,*Aug  6 10:50:04.596: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message
Aug  6 10:39:12,10.1.1.16,446542,*Aug  6 10:50:55.834: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message
Aug  6 10:41:00,10.1.1.16,446543,*Aug  6 10:52:43.527: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message
Aug  6 10:42:45,10.1.1.16,446544,*Aug  6 10:54:29.123: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 796 msec (runtime: 796 msec) to process a 'stack chasfs fd' message
Aug  6 10:44:30,10.1.1.16,446545,*Aug  6 10:56:14.209: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 272 msec (runtime: 272 msec) to process a 'stack chasfs fd' message
Aug  6 10:46:16,10.1.1.16,446546,*Aug  6 10:57:59.817: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 436 msec (runtime: 436 msec) to process a 'stack chasfs fd' message
Aug  6 10:47:10,10.1.1.16,446547,*Aug  6 10:58:53.660: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 516 msec (runtime: 516 msec) to process a 'stack chasfs fd' message
Aug  6 10:48:53,10.1.1.16,446548,*Aug  6 11:00:37.182: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 280 msec (runtime: 280 msec) to process a 'stack chasfs fd' message
Aug  6 10:49:45,10.1.1.16,446549,*Aug  6 11:01:28.944: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 336 msec (runtime: 336 msec) to process a 'stack chasfs fd' message
Aug  6 10:50:37,10.1.1.16,446550,*Aug  6 11:02:20.701: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 400 msec (runtime: 400 msec) to process a 'stack chasfs fd' message
Aug  6 10:51:29,10.1.1.16,446551,*Aug  6 11:03:12.272: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 288 msec (runtime: 288 msec) to process a 'stack chasfs fd' message
Aug  6 10:54:06,10.1.1.16,446552,*Aug  6 11:05:50.340: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message
Aug  6 10:54:06,10.1.1.16,446552,*Aug  6 11:05:50.340: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message
Aug  6 10:55:51,10.1.1.16,446553,*Aug  6 11:07:35.430: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 516 msec (runtime: 516 msec) to process a 'stack chasfs fd' message
Aug  6 10:56:43,10.1.1.16,446554,*Aug  6 11:08:27.186: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 564 msec (runtime: 564 msec) to process a 'stack chasfs fd' message
Aug  6 10:57:35,10.1.1.16,446555,*Aug  6 11:09:18.758: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 460 msec (runtime: 460 msec) to process a 'stack chasfs fd' message
Aug  6 10:57:38,10.1.1.16,446556,*Aug  6 11:09:21.554: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 724 msec (runtime: 712 msec) to process a 'stack chasfs fd' message
Aug  6 10:58:29,10.1.1.16,446557,*Aug  6 11:10:12.790: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 272 msec (runtime: 272 msec) to process a 'stack chasfs fd' message
Aug  6 10:59:21,10.1.1.16,446558,*Aug  6 11:11:04.885: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 672 msec (runtime: 672 msec) to process a 'stack chasfs fd' message
Aug  6 11:00:14,10.1.1.16,446559,*Aug  6 11:11:58.383: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 400 msec (runtime: 400 msec) to process a 'stack chasfs fd' message
Aug  6 11:01:06,10.1.1.16,446560,*Aug  6 11:12:49.965: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 316 msec (runtime: 316 msec) to process a 'stack chasfs fd' message
Aug  6 11:01:09,10.1.1.16,446561,*Aug  6 11:12:52.751: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 944 msec (runtime: 936 msec) to process a 'stack chasfs fd' message
Aug  6 11:02:00,10.1.1.16,446562,*Aug  6 11:13:43.989: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 508 msec (runtime: 508 msec) to process a 'stack chasfs fd' message
Aug  6 11:02:50,10.1.1.16,446563,*Aug  6 11:14:33.996: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 908 msec (runtime: 908 msec) to process a 'stack chasfs fd' message
Aug  6 11:03:43,10.1.1.16,446564,*Aug  6 11:15:27.508: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 252 msec (runtime: 252 msec) to process a 'stack chasfs fd' message
Aug  6 11:04:36,10.1.1.16,446565,*Aug  6 11:16:19.604: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 504 msec (runtime: 504 msec) to process a 'stack chasfs fd' message
Aug  6 11:06:21,10.1.1.16,446566,*Aug  6 11:18:04.860: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 316 msec (runtime: 316 msec) to process a 'stack chasfs fd' message
Aug  6 11:07:15,10.1.1.16,446567,*Aug  6 11:18:58.698: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 388 msec (runtime: 388 msec) to process a 'stack chasfs fd' message
Aug  6 11:08:06,10.1.1.16,446568,*Aug  6 11:19:50.460: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 468 msec (runtime: 468 msec) to process a 'stack chasfs fd' message
Aug  6 11:09:50,10.1.1.16,446569,*Aug  6 11:21:34.312: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 928 msec (runtime: 924 msec) to process a 'stack chasfs fd' message
Aug  6 11:10:43,10.1.1.16,446570,*Aug  6 11:22:26.592: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 836 msec (runtime: 836 msec) to process a 'stack chasfs fd' message
Aug  6 11:10:45,10.1.1.16,446571,*Aug  6 11:22:28.859: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 1024 msec (runtime: 1020 msec) to process a 'stack chasfs fd' message
Aug  6 11:11:36,10.1.1.16,446572,*Aug  6 11:23:19.919: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 404 msec (runtime: 404 msec) to process a 'stack chasfs fd' message
Aug  6 11:12:28,10.1.1.16,446573,*Aug  6 11:24:12.192: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 980 msec (runtime: 976 msec) to process a 'stack chasfs fd' message
Aug  6 11:12:30,10.1.1.16,446574,*Aug  6 11:24:14.463: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 648 msec (runtime: 648 msec) to process a 'stack chasfs fd' message
Aug  6 11:12:30,10.1.1.16,446574,*Aug  6 11:24:14.463: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 648 msec (runtime: 648 msec) to process a 'stack chasfs fd' message
Aug  6 11:14:13,10.1.1.16,446575,*Aug  6 11:25:57.465: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 268 msec (runtime: 268 msec) to process a 'stack chasfs fd' message
Aug  6 11:15:57,10.1.1.16,446576,*Aug  6 11:27:41.315: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 508 msec (runtime: 508 msec) to process a 'stack chasfs fd' message
Aug  6 11:16:00,10.1.1.16,446577,*Aug  6 11:27:43.582: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 704 msec (runtime: 704 msec) to process a 'stack chasfs fd' message
Aug  6 11:17:43,10.1.1.16,446578,*Aug  6 11:29:26.584: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 324 msec (runtime: 324 msec) to process a 'stack chasfs fd' message
Aug  6 11:18:35,10.1.1.16,446580,*Aug  6 11:30:20.424: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 324 msec (runtime: 324 msec) to process a 'stack chasfs fd' message
Aug  6 11:18:35,10.1.1.16,446579,*Aug  6 11:30:19.204: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 1036 msec (runtime: 1036 msec) to process a 'stack chasfs fd' message
Aug  6 11:19:29,10.1.1.16,446581,*Aug  6 11:31:12.703: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 900 msec (runtime: 876 msec) to process a 'stack chasfs fd' message
Aug  6 11:19:29,10.1.1.16,446581,*Aug  6 11:31:12.703: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 900 msec (runtime: 876 msec) to process a 'stack chasfs fd' message
Aug  6 11:21:11,10.1.1.16,446582,*Aug  6 11:32:55.522: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 308 msec (runtime: 308 msec) to process a 'stack chasfs fd' message
Aug  6 11:22:05,10.1.1.16,446583,*Aug  6 11:33:49.360: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 392 msec (runtime: 392 msec) to process a 'stack chasfs fd' message
Aug  6 11:22:08,10.1.1.16,446584,*Aug  6 11:33:51.629: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 596 msec (runtime: 596 msec) to process a 'stack chasfs fd' message
Aug  6 11:22:58,10.1.1.16,446585,*Aug  6 11:34:41.637: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 956 msec (runtime: 952 msec) to process a 'stack chasfs fd' message
Aug  6 11:23:51,10.1.1.16,446586,*Aug  6 11:35:35.145: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 276 msec (runtime: 276 msec) to process a 'stack chasfs fd' message
Aug  6 11:24:43,10.1.1.16,446587,*Aug  6 11:36:27.420: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 876 msec (runtime: 860 msec) to process a 'stack chasfs fd' message
Aug  6 11:25:35,10.1.1.16,446588,*Aug  6 11:37:18.475: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 260 msec (runtime: 260 msec) to process a 'stack chasfs fd' message
Aug  6 11:25:37,10.1.1.16,446589,*Aug  6 11:37:20.745: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 472 msec (runtime: 468 msec) to process a 'stack chasfs fd' message
Aug  6 11:28:12,10.1.1.16,446590,*Aug  6 11:39:56.032: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message
Aug  6 11:30:47,10.1.1.16,446591,*Aug  6 11:42:31.123: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 684 msec (runtime: 684 msec) to process a 'stack chasfs fd' message
Aug  6 11:31:39,10.1.1.16,446592,*Aug  6 11:43:23.400: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 960 msec (runtime: 952 msec) to process a 'stack chasfs fd' message
Aug  6 11:33:25,10.1.1.16,446593,*Aug  6 11:45:08.996: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 404 msec (runtime: 404 msec) to process a 'stack chasfs fd' message
Aug  6 11:34:19,10.1.1.16,446594,*Aug  6 11:46:03.033: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 268 msec (runtime: 268 msec) to process a 'stack chasfs fd' message
