timestamp,device_ip,log_id,message,date
1-08-06 09:46:47,10.1.1.16,446487.0,*Aug  6 09:58:30.651: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 864 msec (runtime: 864 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:47:40,10.1.1.16,446488.0,*Aug  6 09:59:23.968: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 428 msec (runtime: 428 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:48:30,10.1.1.16,446489.0,*Aug  6 10:00:13.977: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 832 msec (runtime: 824 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:50:16,10.1.1.16,446490.0,*Aug  6 10:01:59.772: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 516 msec (runtime: 516 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:51:59,10.1.1.16,446491.0,*Aug  6 10:03:42.770: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 340 msec (runtime: 340 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:53:43,10.1.1.16,446492.0,*Aug  6 10:05:26.101: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 292 msec (runtime: 292 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:53:45,10.1.1.16,446493.0,*Aug  6 10:05:28.888: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 1008 msec (runtime: 1008 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:54:36,10.1.1.16,446494.0,*Aug  6 10:06:20.126: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:55:30,10.1.1.16,446496.0,*Aug  6 10:07:14.488: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 1040 msec (runtime: 1040 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:55:30,10.1.1.16,446495.0,*Aug  6 10:07:12.215: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 956 msec (runtime: 952 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:56:22,10.1.1.16,446497.0,*Aug  6 10:08:05.732: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 720 msec (runtime: 716 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:58:05,10.1.1.16,446498.0,*Aug  6 10:09:49.257: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 876 msec (runtime: 876 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:58:57,10.1.1.16,446499.0,*Aug  6 10:10:40.496: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 424 msec (runtime: 424 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 09:59:49,10.1.1.16,446500.0,*Aug  6 10:11:32.771: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 1012 msec (runtime: 988 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:00:40,10.1.1.16,446501.0,*Aug  6 10:12:23.826: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 380 msec (runtime: 380 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:01:32,10.1.1.16,446502.0,*Aug  6 10:13:15.581: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 464 msec (runtime: 464 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:03:16,10.1.1.16,446503.0,*Aug  6 10:14:59.627: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 508 msec (runtime: 508 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:04:09,10.1.1.16,446504.0,*Aug  6 10:15:53.137: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 268 msec (runtime: 268 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:05:02,10.1.1.16,446505.0,*Aug  6 10:16:45.415: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:06:45,10.1.1.16,446506.0,*Aug  6 10:18:28.932: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 856 msec (runtime: 848 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:07:38,10.1.1.16,446507.0,*Aug  6 10:19:22.257: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 416 msec (runtime: 416 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:08:31,10.1.1.16,446508.0,*Aug  6 10:20:14.351: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 824 msec (runtime: 800 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:09:26,10.1.1.16,446509.0,*Aug  6 10:21:08.717: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 608 msec (runtime: 600 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:10:19,10.1.1.16,446510.0,*Aug  6 10:22:02.744: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 788 msec (runtime: 788 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:12:04,10.1.1.16,446511.0,*Aug  6 10:23:48.364: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 728 msec (runtime: 728 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:13:48,10.1.1.16,446512.0,*Aug  6 10:25:31.698: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 436 msec (runtime: 436 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:14:40,10.1.1.16,446513.0,*Aug  6 10:26:23.977: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 992 msec (runtime: 972 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:15:34,10.1.1.16,446514.0,*Aug  6 10:27:17.481: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 316 msec (runtime: 316 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:16:26,10.1.1.16,446515.0,*Aug  6 10:28:09.768: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 904 msec (runtime: 904 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:17:17,10.1.1.16,446516.0,*Aug  6 10:29:01.005: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 464 msec (runtime: 464 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:18:07,10.1.1.16,446517.0,*Aug  6 10:29:50.243: %SEC_LOGIN-5-LOGIN_SUCCESS: Login Success [user: divakard] [Source: 10.110.5.157] [localport: 22] at 13:29:50 KSA Wed Aug 6 2025,0001-08-06
1-08-06 10:19:01,10.1.1.16,446518.0,*Aug  6 10:30:44.343: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 424 msec (runtime: 424 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:19:54,10.1.1.16,446519.0,*Aug  6 10:31:36.619: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 984 msec (runtime: 968 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:20:48,10.1.1.16,446520.0,*Aug  6 10:32:32.208: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 320 msec (runtime: 320 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:22:35,10.1.1.16,446521.0,*Aug  6 10:34:18.845: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 1040 msec (runtime: 1028 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:25:10,10.1.1.16,446522.0,*Aug  6 10:36:53.417: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 516 msec (runtime: 516 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:26:03,10.1.1.16,446523.0,*Aug  6 10:37:46.937: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 268 msec (runtime: 268 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:26:55,10.1.1.16,446524.0,*Aug  6 10:38:38.692: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 328 msec (runtime: 324 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:27:47,10.1.1.16,446525.0,*Aug  6 10:39:30.981: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 936 msec (runtime: 936 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:27:51,10.1.1.16,446526.0,"*Aug  6 10:39:34.980: %SYS-6-TTY_EXPIRE_TIMER: (exec timer expired, tty 2 (10.110.5.157)), user divakard",0001-08-06
1-08-06 10:27:51,10.1.1.16,446527.0,*Aug  6 10:39:34.981: %SYS-6-LOGOUT: User divakard has exited tty session 2(10.110.5.157),0001-08-06
1-08-06 10:29:19,10.1.1.16,446528.0,*Aug  6 10:41:03.252: %SEC_LOGIN-5-LOGIN_SUCCESS: Login Success [user: divakard] [Source: 10.110.5.157] [localport: 22] at 13:41:03 KSA Wed Aug 6 2025,0001-08-06
1-08-06 10:29:30,10.1.1.16,446529.0,*Aug  6 10:41:14.310: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 904 msec (runtime: 896 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:29:33,10.1.1.16,446530.0,*Aug  6 10:41:16.579: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 716 msec (runtime: 716 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:30:25,10.1.1.16,446531.0,*Aug  6 10:42:08.862: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 1028 msec (runtime: 1028 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:30:38,10.1.1.16,446532.0,*Aug  6 10:42:22.359: %SYS-5-CONFIG_I: Configured from console by divakard on vty0 (10.110.5.157),0001-08-06
1-08-06 10:31:16,10.1.1.16,446533.0,*Aug  6 10:42:59.914: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 408 msec (runtime: 408 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:33:55,10.1.1.16,446534.0,*Aug  6 10:45:39.033: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 300 msec (runtime: 300 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:34:47,10.1.1.16,446535.0,*Aug  6 10:46:31.308: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 844 msec (runtime: 840 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:35:40,10.1.1.16,446537.0,*Aug  6 10:47:23.588: %SYS-6-LOGOUT: User divakard has exited tty session 2(10.110.5.157),0001-08-06
1-08-06 10:35:40,10.1.1.16,446536.0,"*Aug  6 10:47:23.587: %SYS-6-TTY_EXPIRE_TIMER: (exec timer expired, tty 2 (10.110.5.157)), user divakard",0001-08-06
1-08-06 10:36:31,10.1.1.16,446538.0,*Aug  6 10:48:14.639: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 688 msec (runtime: 688 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:36:33,10.1.1.16,446539.0,*Aug  6 10:48:16.902: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 876 msec (runtime: 876 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:38:18,10.1.1.16,446540.0,*Aug  6 10:50:02.324: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 860 msec (runtime: 860 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:38:21,10.1.1.16,446541.0,*Aug  6 10:50:04.596: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:39:12,10.1.1.16,446542.0,*Aug  6 10:50:55.834: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:41:00,10.1.1.16,446543.0,*Aug  6 10:52:43.527: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:42:45,10.1.1.16,446544.0,*Aug  6 10:54:29.123: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 796 msec (runtime: 796 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:44:30,10.1.1.16,446545.0,*Aug  6 10:56:14.209: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 272 msec (runtime: 272 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:46:16,10.1.1.16,446546.0,*Aug  6 10:57:59.817: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 436 msec (runtime: 436 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:47:10,10.1.1.16,446547.0,*Aug  6 10:58:53.660: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 516 msec (runtime: 516 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:48:53,10.1.1.16,446548.0,*Aug  6 11:00:37.182: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 280 msec (runtime: 280 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:49:45,10.1.1.16,446549.0,*Aug  6 11:01:28.944: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 336 msec (runtime: 336 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:50:37,10.1.1.16,446550.0,*Aug  6 11:02:20.701: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 400 msec (runtime: 400 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:51:29,10.1.1.16,446551.0,*Aug  6 11:03:12.272: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 288 msec (runtime: 288 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:54:06,10.1.1.16,446552.0,*Aug  6 11:05:50.340: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:54:06,10.1.1.16,446552.0,*Aug  6 11:05:50.340: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:55:51,10.1.1.16,446553.0,*Aug  6 11:07:35.430: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 516 msec (runtime: 516 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:56:43,10.1.1.16,446554.0,*Aug  6 11:08:27.186: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 564 msec (runtime: 564 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:57:35,10.1.1.16,446555.0,*Aug  6 11:09:18.758: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 460 msec (runtime: 460 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:57:38,10.1.1.16,446556.0,*Aug  6 11:09:21.554: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 724 msec (runtime: 712 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:58:29,10.1.1.16,446557.0,*Aug  6 11:10:12.790: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 272 msec (runtime: 272 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 10:59:21,10.1.1.16,446558.0,*Aug  6 11:11:04.885: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 672 msec (runtime: 672 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:00:14,10.1.1.16,446559.0,*Aug  6 11:11:58.383: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 400 msec (runtime: 400 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:01:06,10.1.1.16,446560.0,*Aug  6 11:12:49.965: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 316 msec (runtime: 316 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:01:09,10.1.1.16,446561.0,*Aug  6 11:12:52.751: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 944 msec (runtime: 936 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:02:00,10.1.1.16,446562.0,*Aug  6 11:13:43.989: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 508 msec (runtime: 508 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:02:50,10.1.1.16,446563.0,*Aug  6 11:14:33.996: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 908 msec (runtime: 908 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:03:43,10.1.1.16,446564.0,*Aug  6 11:15:27.508: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 252 msec (runtime: 252 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:04:36,10.1.1.16,446565.0,*Aug  6 11:16:19.604: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 504 msec (runtime: 504 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:06:21,10.1.1.16,446566.0,*Aug  6 11:18:04.860: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 316 msec (runtime: 316 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:07:15,10.1.1.16,446567.0,*Aug  6 11:18:58.698: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 388 msec (runtime: 388 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:08:06,10.1.1.16,446568.0,*Aug  6 11:19:50.460: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 468 msec (runtime: 468 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:09:50,10.1.1.16,446569.0,*Aug  6 11:21:34.312: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 928 msec (runtime: 924 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:10:43,10.1.1.16,446570.0,*Aug  6 11:22:26.592: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 836 msec (runtime: 836 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:10:45,10.1.1.16,446571.0,*Aug  6 11:22:28.859: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 1024 msec (runtime: 1020 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:11:36,10.1.1.16,446572.0,*Aug  6 11:23:19.919: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 404 msec (runtime: 404 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:12:28,10.1.1.16,446573.0,*Aug  6 11:24:12.192: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 980 msec (runtime: 976 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:12:30,10.1.1.16,446574.0,*Aug  6 11:24:14.463: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 648 msec (runtime: 648 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:12:30,10.1.1.16,446574.0,*Aug  6 11:24:14.463: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 648 msec (runtime: 648 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:14:13,10.1.1.16,446575.0,*Aug  6 11:25:57.465: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 268 msec (runtime: 268 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:15:57,10.1.1.16,446576.0,*Aug  6 11:27:41.315: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 508 msec (runtime: 508 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:16:00,10.1.1.16,446577.0,*Aug  6 11:27:43.582: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 704 msec (runtime: 704 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:17:43,10.1.1.16,446578.0,*Aug  6 11:29:26.584: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 324 msec (runtime: 324 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:18:35,10.1.1.16,446580.0,*Aug  6 11:30:20.424: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 324 msec (runtime: 324 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:18:35,10.1.1.16,446579.0,*Aug  6 11:30:19.204: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 1036 msec (runtime: 1036 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:19:29,10.1.1.16,446581.0,*Aug  6 11:31:12.703: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 900 msec (runtime: 876 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:19:29,10.1.1.16,446581.0,*Aug  6 11:31:12.703: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 900 msec (runtime: 876 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:21:11,10.1.1.16,446582.0,*Aug  6 11:32:55.522: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 308 msec (runtime: 308 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:22:05,10.1.1.16,446583.0,*Aug  6 11:33:49.360: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 392 msec (runtime: 392 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:22:08,10.1.1.16,446584.0,*Aug  6 11:33:51.629: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 596 msec (runtime: 596 msec) to process a 'stack chasfs fd' message,0001-08-06
1-08-06 11:22:58,10.1.1.16,446585.0,*Aug  6 11:34:41.637: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 956 msec (runtime: 952 msec) to process a 'stack chasfs fd' message,0001-08-06
